,county_fips,state_officer_id,asian_stop_percentage,asian_stops,black_stop_percentage,black_stops,other_stop_percentage,other_stops,white_stop_percentage,white_stops,total_population,white,black,asian,hispanic,other,white_percentage,black_percentage,hispanic_percentage,asian_percentage,other_percentage
4230,28151,msD015,,,1.0,1.0,,,,,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4231,28151,msD018,0.0020304568527918783,2.0,0.5532994923857868,545.0,0.009137055837563452,9.0,0.4355329949238579,429.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4232,28151,msD019,,,0.3333333333333333,1.0,,,0.6666666666666666,2.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4233,28151,msD022,,,0.5172413793103449,15.0,,,0.4827586206896552,14.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4234,28151,msD025,,,0.75,27.0,,,0.25,9.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4235,28151,msD028,,,0.5,1.0,,,0.5,1.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4236,28151,msD030,,,0.7301587301587301,46.0,0.031746031746031744,2.0,0.23809523809523808,15.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4237,28151,msD031,,,0.4,4.0,,,0.6,6.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4238,28151,msD032,0.0029498525073746312,1.0,0.7846607669616519,266.0,0.008849557522123894,3.0,0.20353982300884957,69.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4239,28151,msD033,,,0.5,1.0,,,0.5,1.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4240,28151,msD039,,,0.5,10.0,,,0.5,10.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4241,28151,msD042,,,1.0,6.0,,,,,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4242,28151,msD049,,,0.6153846153846154,24.0,0.02564102564102564,1.0,0.358974358974359,14.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4243,28151,msD052,0.001040582726326743,1.0,0.37669094693028093,362.0,0.014568158168574402,14.0,0.6077003121748179,584.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4244,28151,msE021,,,,,,,1.0,1.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4245,28151,msF018,,,1.0,1.0,,,,,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4246,28151,msH001,,,0.6666666666666666,2.0,,,0.3333333333333333,1.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4247,28151,msK032,,,,,,,1.0,1.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4248,28151,msM045,,,,,,,1.0,1.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
4249,28151,msR012,,,,,,,1.0,2.0,48824,12612,34930,269,790,97,0.25831558250040965,0.7154268392593807,0.01618056693429461,0.0055095854497787975,0.0019867278387678193
