,county_fips,state_officer_id,black_stop_percentage,black_stops,hispanic_stop_percentage,hispanic_stops,other_stop_percentage,other_stops,white_stop_percentage,white_stops,total_population,white,black,asian,hispanic,other,white_percentage,black_percentage,hispanic_percentage,asian_percentage,other_percentage
28,45001,scA137,0.27988338192419826,96.0,,,0.0029154518950437317,1.0,0.717201166180758,246.0,24951,17196,6777,77,334,38,0.689190813995431,0.27161236022604307,0.013386237024568154,0.0030860486553645145,0.0015229850506993708
29,45001,scA138,,,,,,,1.0,5.0,24951,17196,6777,77,334,38,0.689190813995431,0.27161236022604307,0.013386237024568154,0.0030860486553645145,0.0015229850506993708
30,45001,scA30,0.2768102658111824,302.0,0.002749770852428964,3.0,0.006416131989000917,7.0,0.7140238313473877,779.0,24951,17196,6777,77,334,38,0.689190813995431,0.27161236022604307,0.013386237024568154,0.0030860486553645145,0.0015229850506993708
31,45001,scA57,0.4,4.0,,,,,0.6,6.0,24951,17196,6777,77,334,38,0.689190813995431,0.27161236022604307,0.013386237024568154,0.0030860486553645145,0.0015229850506993708
32,45001,scA68,0.2962962962962963,16.0,0.1111111111111111,6.0,,,0.5925925925925926,32.0,24951,17196,6777,77,334,38,0.689190813995431,0.27161236022604307,0.013386237024568154,0.0030860486553645145,0.0015229850506993708
33,45001,"scA71C,T60",0.2857142857142857,14.0,0.02040816326530612,1.0,,,0.6938775510204082,34.0,24951,17196,6777,77,334,38,0.689190813995431,0.27161236022604307,0.013386237024568154,0.0030860486553645145,0.0015229850506993708
34,45001,scA76,0.17647058823529413,3.0,,,,,0.8235294117647058,14.0,24951,17196,6777,77,334,38,0.689190813995431,0.27161236022604307,0.013386237024568154,0.0030860486553645145,0.0015229850506993708
35,45001,scA89,0.43037974683544306,204.0,0.027426160337552744,13.0,0.006329113924050633,3.0,0.5358649789029536,254.0,24951,17196,6777,77,334,38,0.689190813995431,0.27161236022604307,0.013386237024568154,0.0030860486553645145,0.0015229850506993708
36,45001,scA90,0.22602739726027396,66.0,0.017123287671232876,5.0,,,0.7568493150684932,221.0,24951,17196,6777,77,334,38,0.689190813995431,0.27161236022604307,0.013386237024568154,0.0030860486553645145,0.0015229850506993708
37,45001,scBPS020,1.0,1.0,,,,,,,24951,17196,6777,77,334,38,0.689190813995431,0.27161236022604307,0.013386237024568154,0.0030860486553645145,0.0015229850506993708
38,45001,scBPS046,,,,,,,1.0,1.0,24951,17196,6777,77,334,38,0.689190813995431,0.27161236022604307,0.013386237024568154,0.0030860486553645145,0.0015229850506993708
